date,store_name,product_name,BOD_inventory,sales_units
1/9/2016,Oceanside,watermelon,183,38
1/9/2016,Oceanside,orange,0,0
1/9/2016,Oceanside,lettuce,0,0
1/9/2016,Oceanside,tomato,221,30
1/9/2016,Oceanside,cucumber,244,28
1/9/2016,Oceanside,avocado,127,44
1/9/2016,Stony Brook,banana,0,0
1/9/2016,Stony Brook,watermelon,261,22
1/9/2016,Stony Brook,orange,18,18
1/9/2016,Stony Brook,lettuce,65,52
1/9/2016,Stony Brook,tomato,279,19
1/9/2016,Stony Brook,cucumber,297,14
1/9/2016,Stony Brook,avocado,218,31
1/9/2016,Greenport,banana,0,0
1/9/2016,Greenport,watermelon,236,29
1/9/2016,Greenport,orange,0,0
1/9/2016,Greenport,lettuce,2,2
1/9/2016,Greenport,tomato,250,23
1/9/2016,Greenport,cucumber,275,19
1/9/2016,Greenport,avocado,173,38
1/9/2016,Rye,banana,78,57
1/9/2016,Rye,watermelon,303,18
1/9/2016,Rye,orange,132,51
1/9/2016,Rye,lettuce,174,34
1/9/2016,Rye,tomato,321,12
1/9/2016,Rye,cucumber,335,11
1/9/2016,Rye,avocado,283,20
1/9/2016,Sleepy Hollow,banana,0,0
1/9/2016,Sleepy Hollow,watermelon,231,26
1/9/2016,Sleepy Hollow,orange,0,0
1/9/2016,Sleepy Hollow,lettuce,0,0
1/9/2016,Sleepy Hollow,tomato,252,21
1/9/2016,Sleepy Hollow,cucumber,282,19
1/9/2016,Sleepy Hollow,avocado,179,35
1/10/2016,Garden City,banana,400,64
1/10/2016,Garden City,watermelon,400,20
1/10/2016,Garden City,orange,400,58
1/10/2016,Garden City,lettuce,400,47
1/10/2016,Garden City,tomato,400,18
1/10/2016,Garden City,cucumber,400,15
1/10/2016,Garden City,avocado,400,27
1/10/2016,Merrick,banana,400,62
1/10/2016,Merrick,watermelon,400,22
1/10/2016,Merrick,orange,400,60
1/10/2016,Merrick,lettuce,400,56
1/10/2016,Merrick,tomato,400,21
1/10/2016,Merrick,cucumber,400,14
1/10/2016,Merrick,avocado,400,32
1/10/2016,Oceanside,banana,400,115
1/10/2016,Oceanside,watermelon,400,33
1/10/2016,Oceanside,orange,400,91
1/10/2016,Oceanside,lettuce,400,72
1/10/2016,Oceanside,tomato,400,34
1/10/2016,Oceanside,cucumber,400,28
1/10/2016,Oceanside,avocado,400,47
1/10/2016,Stony Brook,banana,400,69
1/10/2016,Stony Brook,watermelon,400,25
1/10/2016,Stony Brook,orange,400,57
1/10/2016,Stony Brook,lettuce,400,51
1/10/2016,Stony Brook,tomato,400,22
1/10/2016,Stony Brook,cucumber,400,16
1/10/2016,Stony Brook,avocado,400,32
1/10/2016,Greenport,banana,400,91
1/10/2016,Greenport,watermelon,400,32
1/10/2016,Greenport,orange,400,71
1/10/2016,Greenport,lettuce,400,60
1/10/2016,Greenport,tomato,400,22
1/10/2016,Greenport,cucumber,400,22
1/10/2016,Greenport,avocado,400,36
1/10/2016,Rye,banana,400,50
1/10/2016,Rye,watermelon,400,18
1/10/2016,Rye,orange,400,49
1/10/2016,Rye,lettuce,400,35
1/10/2016,Rye,tomato,400,12
1/10/2016,Rye,cucumber,400,12
1/10/2016,Rye,avocado,400,23
1/10/2016,Sleepy Hollow,banana,400,105
1/10/2016,Sleepy Hollow,watermelon,400,31
1/10/2016,Sleepy Hollow,orange,400,76
1/10/2016,Sleepy Hollow,lettuce,400,60
1/10/2016,Sleepy Hollow,tomato,400,22
1/10/2016,Sleepy Hollow,cucumber,400,18
1/10/2016,Sleepy Hollow,avocado,400,41
1/11/2016,Garden City,banana,336,67
1/11/2016,Garden City,watermelon,380,23
1/11/2016,Garden City,orange,342,63
1/11/2016,Garden City,lettuce,353,45
1/11/2016,Garden City,tomato,382,15
1/11/2016,Garden City,cucumber,385,16
1/11/2016,Garden City,avocado,373,28
1/11/2016,Merrick,banana,338,82
1/11/2016,Merrick,watermelon,378,22
1/11/2016,Merrick,orange,340,69
1/11/2016,Merrick,lettuce,344,53
1/11/2016,Merrick,tomato,379,19
1/11/2016,Merrick,cucumber,386,14
1/11/2016,Merrick,avocado,368,30
1/11/2016,Oceanside,banana,285,103
1/11/2016,Oceanside,watermelon,367,35
1/11/2016,Oceanside,orange,309,99
1/11/2016,Oceanside,lettuce,328,72
1/11/2016,Oceanside,tomato,366,32
1/11/2016,Oceanside,cucumber,372,24
1/11/2016,Oceanside,avocado,353,49
1/11/2016,Stony Brook,banana,331,82
1/11/2016,Stony Brook,watermelon,375,22
1/11/2016,Stony Brook,orange,343,65
1/11/2016,Stony Brook,lettuce,349,52
1/11/2016,Stony Brook,tomato,378,22
1/11/2016,Stony Brook,cucumber,384,16
1/11/2016,Stony Brook,avocado,368,28
1/11/2016,Greenport,banana,309,98
1/11/2016,Greenport,watermelon,368,30
1/11/2016,Greenport,orange,329,90
1/11/2016,Greenport,lettuce,340,70
1/11/2016,Greenport,tomato,378,28
1/11/2016,Greenport,cucumber,378,19
1/11/2016,Greenport,avocado,364,43
1/11/2016,Rye,banana,350,54
1/11/2016,Rye,watermelon,382,17
1/11/2016,Rye,orange,351,47
1/11/2016,Rye,lettuce,365,41
1/11/2016,Rye,tomato,388,14
1/11/2016,Rye,cucumber,388,13
1/11/2016,Rye,avocado,377,22
1/11/2016,Sleepy Hollow,banana,295,105
1/11/2016,Sleepy Hollow,watermelon,369,25
1/11/2016,Sleepy Hollow,orange,324,80
1/11/2016,Sleepy Hollow,lettuce,340,74
1/11/2016,Sleepy Hollow,tomato,378,23
1/11/2016,Sleepy Hollow,cucumber,382,18
1/11/2016,Sleepy Hollow,avocado,359,36
1/12/2016,Garden City,banana,269,70
1/12/2016,Garden City,watermelon,357,19
1/12/2016,Garden City,orange,279,58
1/12/2016,Garden City,lettuce,308,41
1/12/2016,Garden City,tomato,367,19
1/12/2016,Garden City,cucumber,369,15
1/12/2016,Garden City,avocado,345,25
1/12/2016,Merrick,banana,256,64
1/12/2016,Merrick,watermelon,356,25
1/12/2016,Merrick,orange,271,64
1/12/2016,Merrick,lettuce,291,49
1/12/2016,Merrick,tomato,360,19
1/12/2016,Merrick,cucumber,372,14
1/12/2016,Merrick,avocado,338,31
1/12/2016,Oceanside,banana,182,131
1/12/2016,Oceanside,watermelon,332,31
1/12/2016,Oceanside,orange,210,103
1/12/2016,Oceanside,lettuce,256,91
1/12/2016,Oceanside,tomato,334,26
1/12/2016,Oceanside,cucumber,348,22
1/12/2016,Oceanside,avocado,304,47
1/12/2016,Stony Brook,banana,249,86
1/12/2016,Stony Brook,watermelon,353,26
1/12/2016,Stony Brook,orange,278,71
1/12/2016,Stony Brook,lettuce,297,58
1/12/2016,Stony Brook,tomato,356,18
1/12/2016,Stony Brook,cucumber,368,17
1/12/2016,Stony Brook,avocado,340,29
1/12/2016,Greenport,banana,211,83
1/12/2016,Greenport,watermelon,338,26
1/12/2016,Greenport,orange,239,94
1/12/2016,Greenport,lettuce,270,71
1/12/2016,Greenport,tomato,350,22
1/12/2016,Greenport,cucumber,359,19
1/12/2016,Greenport,avocado,321,42
1/12/2016,Rye,banana,296,51
1/12/2016,Rye,watermelon,365,18
1/12/2016,Rye,orange,304,43
1/12/2016,Rye,lettuce,324,33
1/12/2016,Rye,tomato,374,13
1/12/2016,Rye,cucumber,375,12
1/12/2016,Rye,avocado,355,22
1/12/2016,Sleepy Hollow,banana,190,91
1/12/2016,Sleepy Hollow,watermelon,344,32
1/12/2016,Sleepy Hollow,orange,244,81
1/12/2016,Sleepy Hollow,lettuce,266,58
1/12/2016,Sleepy Hollow,tomato,355,27
1/12/2016,Sleepy Hollow,cucumber,364,22
1/12/2016,Sleepy Hollow,avocado,323,41
1/13/2016,Garden City,banana,199,69
1/13/2016,Garden City,watermelon,338,19
1/13/2016,Garden City,orange,221,58
1/13/2016,Garden City,lettuce,267,52
1/13/2016,Garden City,tomato,348,17
1/13/2016,Garden City,cucumber,354,13
1/13/2016,Garden City,avocado,320,25
1/13/2016,Merrick,banana,192,69
1/13/2016,Merrick,watermelon,331,21
1/13/2016,Merrick,orange,207,55
1/13/2016,Merrick,lettuce,242,53
1/13/2016,Merrick,tomato,341,21
1/13/2016,Merrick,cucumber,358,16
1/13/2016,Merrick,avocado,307,32
1/13/2016,Oceanside,banana,51,51
1/13/2016,Oceanside,watermelon,301,38
1/13/2016,Oceanside,orange,107,92
1/13/2016,Oceanside,lettuce,165,89
1/13/2016,Oceanside,tomato,308,28
1/13/2016,Oceanside,cucumber,326,22
1/13/2016,Oceanside,avocado,257,50
1/13/2016,Stony Brook,banana,163,84
1/13/2016,Stony Brook,watermelon,327,27
1/13/2016,Stony Brook,orange,207,61
1/13/2016,Stony Brook,lettuce,239,60
1/13/2016,Stony Brook,tomato,338,22
1/13/2016,Stony Brook,cucumber,351,16
1/13/2016,Stony Brook,avocado,311,28
1/13/2016,Greenport,banana,128,93
1/13/2016,Greenport,watermelon,312,30
1/13/2016,Greenport,orange,145,74
1/13/2016,Greenport,lettuce,199,63
1/13/2016,Greenport,tomato,328,24
1/13/2016,Greenport,cucumber,340,18
1/13/2016,Greenport,avocado,279,40
1/13/2016,Rye,banana,245,52
1/13/2016,Rye,watermelon,347,15
1/13/2016,Rye,orange,261,50
1/13/2016,Rye,lettuce,291,32
1/13/2016,Rye,tomato,361,13
1/13/2016,Rye,cucumber,363,10
1/13/2016,Rye,avocado,333,19
1/13/2016,Sleepy Hollow,banana,99,88
1/13/2016,Sleepy Hollow,watermelon,312,25
1/13/2016,Sleepy Hollow,orange,163,85
1/13/2016,Sleepy Hollow,lettuce,208,56
1/13/2016,Sleepy Hollow,tomato,328,22
1/13/2016,Sleepy Hollow,cucumber,342,22
1/13/2016,Sleepy Hollow,avocado,282,33
1/14/2016,Garden City,banana,130,58
1/14/2016,Garden City,watermelon,319,20
1/14/2016,Garden City,orange,163,50
1/14/2016,Garden City,lettuce,215,52
1/14/2016,Garden City,tomato,331,15
1/14/2016,Garden City,cucumber,341,16
1/14/2016,Garden City,avocado,295,23
1/14/2016,Merrick,banana,123,83
1/14/2016,Merrick,watermelon,310,25
1/14/2016,Merrick,orange,152,55
1/14/2016,Merrick,lettuce,189,52
1/14/2016,Merrick,tomato,320,19
1/14/2016,Merrick,cucumber,342,16
1/14/2016,Merrick,avocado,275,31
1/14/2016,Oceanside,banana,0,0
1/14/2016,Oceanside,watermelon,263,35
1/14/2016,Oceanside,orange,15,15
1/14/2016,Oceanside,lettuce,76,76
1/14/2016,Oceanside,tomato,280,32
1/14/2016,Oceanside,cucumber,304,24
1/14/2016,Oceanside,avocado,207,42
1/14/2016,Stony Brook,banana,79,72
1/14/2016,Stony Brook,watermelon,300,25
1/14/2016,Stony Brook,orange,146,75
1/14/2016,Stony Brook,lettuce,179,55
1/14/2016,Stony Brook,tomato,316,21
1/14/2016,Stony Brook,cucumber,335,15
1/14/2016,Stony Brook,avocado,283,34
1/14/2016,Greenport,banana,35,35
1/14/2016,Greenport,watermelon,282,31
1/14/2016,Greenport,orange,71,71
1/14/2016,Greenport,lettuce,136,63
1/14/2016,Greenport,tomato,304,28
1/14/2016,Greenport,cucumber,322,20
1/14/2016,Greenport,avocado,239,43
1/14/2016,Rye,banana,193,48
1/14/2016,Rye,watermelon,332,15
1/14/2016,Rye,orange,211,42
1/14/2016,Rye,lettuce,259,36
1/14/2016,Rye,tomato,348,12
1/14/2016,Rye,cucumber,353,12
1/14/2016,Rye,avocado,314,19
1/14/2016,Sleepy Hollow,banana,11,11
1/14/2016,Sleepy Hollow,watermelon,287,25
1/14/2016,Sleepy Hollow,orange,78,78
1/14/2016,Sleepy Hollow,lettuce,152,63
1/14/2016,Sleepy Hollow,tomato,306,24
1/14/2016,Sleepy Hollow,cucumber,320,22
1/14/2016,Sleepy Hollow,avocado,249,36
1/15/2016,Garden City,banana,72,63
1/15/2016,Garden City,watermelon,299,20
1/15/2016,Garden City,orange,113,53
1/15/2016,Garden City,lettuce,163,40
1/15/2016,Garden City,tomato,316,19
1/15/2016,Garden City,cucumber,325,15
1/15/2016,Garden City,avocado,272,25
1/15/2016,Merrick,banana,40,40
1/15/2016,Merrick,watermelon,285,22
1/15/2016,Merrick,orange,97,68
1/15/2016,Merrick,lettuce,137,49
1/15/2016,Merrick,tomato,301,21
1/15/2016,Merrick,cucumber,326,18
1/15/2016,Merrick,avocado,244,28
1/15/2016,Oceanside,banana,0,0
1/15/2016,Oceanside,watermelon,228,41
1/15/2016,Oceanside,orange,0,0
1/15/2016,Oceanside,lettuce,0,0
1/15/2016,Oceanside,tomato,248,26
1/15/2016,Oceanside,cucumber,280,28
1/15/2016,Oceanside,avocado,165,42
1/15/2016,Stony Brook,banana,7,7
1/15/2016,Stony Brook,watermelon,275,23
1/15/2016,Stony Brook,orange,71,59
1/15/2016,Stony Brook,lettuce,124,51
1/15/2016,Stony Brook,tomato,295,22
1/15/2016,Stony Brook,cucumber,320,17
1/15/2016,Stony Brook,avocado,249,30
1/15/2016,Greenport,banana,0,0
1/15/2016,Greenport,watermelon,251,30
1/15/2016,Greenport,orange,0,0
1/15/2016,Greenport,lettuce,73,57
1/15/2016,Greenport,tomato,276,25
1/15/2016,Greenport,cucumber,302,22
1/15/2016,Greenport,avocado,196,35
1/15/2016,Rye,banana,145,60
1/15/2016,Rye,watermelon,317,15
1/15/2016,Rye,orange,169,50
1/15/2016,Rye,lettuce,223,40
1/15/2016,Rye,tomato,336,14
1/15/2016,Rye,cucumber,341,12
1/15/2016,Rye,avocado,295,23
1/15/2016,Sleepy Hollow,banana,0,0
1/15/2016,Sleepy Hollow,watermelon,262,29
1/15/2016,Sleepy Hollow,orange,0,0
1/15/2016,Sleepy Hollow,lettuce,89,64
1/15/2016,Sleepy Hollow,tomato,282,27
1/15/2016,Sleepy Hollow,cucumber,298,20
1/15/2016,Sleepy Hollow,avocado,213,32
1/16/2016,Garden City,banana,9,9
1/16/2016,Garden City,watermelon,279,22
1/16/2016,Garden City,orange,60,58
1/16/2016,Garden City,lettuce,123,44
1/16/2016,Garden City,tomato,297,19
1/16/2016,Garden City,cucumber,310,14
1/16/2016,Garden City,avocado,247,29
1/16/2016,Merrick,banana,0,0
1/16/2016,Merrick,watermelon,263,23
1/16/2016,Merrick,orange,29,29
1/16/2016,Merrick,lettuce,88,52
1/16/2016,Merrick,tomato,280,16
1/16/2016,Merrick,cucumber,308,17
1/16/2016,Merrick,avocado,216,25
1/16/2016,Oceanside,banana,0,0
1/16/2016,Oceanside,watermelon,187,38
1/16/2016,Oceanside,orange,0,0
1/16/2016,Oceanside,lettuce,0,0
1/16/2016,Oceanside,tomato,222,28
1/16/2016,Oceanside,cucumber,252,25
1/16/2016,Oceanside,avocado,123,44
1/16/2016,Stony Brook,banana,0,0
1/16/2016,Stony Brook,watermelon,252,25
